timestamps,user_ip,method,status_code,end_point,response_time
2024-04-07 09:54:18.814499,159.99.215.90,GET,204,/metrics,105
2024-04-07 09:57:38.333845,159.99.215.90,DELETE,200,/users,214
2024-04-07 09:59:40.933001,159.99.215.90,PUT,201,/data,257
2024-04-07 10:05:47.030886,141.152.53.70,PUT,200,/data,290
2024-04-07 10:10:16.332297,44.72.18.206,PATCH,200,/admin,90
2024-04-07 10:14:23.482747,83.219.39.245,DELETE,200,/metrics,49
2024-04-07 10:15:37.818335,159.99.215.90,GET,201,/metrics,13
2024-04-07 10:19:49.769001,92.207.128.16,GET,201,/data,299
2024-04-07 10:31:46.622012,116.165.17.29,GET,200,/metrics,32
2024-04-07 10:49:38.207686,141.152.53.70,PUT,200,/login,82
2024-04-07 10:50:23.548238,141.152.53.70,POST,201,/metrics,59
2024-04-07 10:59:06.921986,116.80.172.77,PUT,201,/metrics,169
2024-04-07 11:10:50.578429,181.143.79.52,GET,201,/users,279
2024-04-07 11:20:34.565546,159.99.215.90,DELETE,200,/admin,76
2024-04-07 11:25:52.131802,92.207.128.16,PATCH,204,/admin,72
2024-04-07 11:37:54.027933,159.99.215.90,DELETE,200,/admin,31
2024-04-07 11:39:28.413307,116.165.17.29,POST,201,/users,216
2024-04-07 11:40:32.432331,44.72.18.206,PUT,204,/metrics,203
2024-04-07 12:22:32.349046,83.219.39.245,PUT,204,/data,286
2024-04-07 12:23:28.279215,92.207.128.16,PATCH,204,/data,72
2024-04-07 12:26:45.488046,159.99.215.90,DELETE,204,/admin,265
2024-04-07 12:41:23.573180,44.72.18.206,POST,201,/metrics,264
2024-04-07 12:45:37.384075,159.99.215.90,PUT,200,/metrics,265
2024-04-07 12:55:46.394826,141.152.53.70,POST,201,/metrics,172
2024-04-07 13:05:07.657523,159.99.215.90,GET,201,/users,114
2024-04-07 13:08:09.999459,164.74.85.81,DELETE,200,/login,170
2024-04-07 13:21:28.509927,83.219.39.245,PATCH,200,/login,46
2024-04-07 13:32:29.538009,83.219.39.245,PUT,204,/login,289
2024-04-07 13:36:50.882688,141.152.53.70,PUT,201,/login,279
2024-04-07 13:46:02.452405,83.219.39.245,PATCH,201,/data,141
2024-04-07 13:51:15.939070,83.219.39.245,PATCH,201,/data,85
2024-04-07 13:53:11.081146,92.207.128.16,PATCH,204,/users,248
2024-04-07 13:54:24.608518,159.99.215.90,DELETE,200,/login,52
2024-04-07 14:12:05.585277,83.219.39.245,POST,204,/admin,18
2024-04-07 14:16:51.096486,83.219.39.245,DELETE,200,/data,293
2024-04-07 14:27:57.536957,164.74.85.81,POST,204,/metrics,36
2024-04-07 14:34:39.743055,159.99.215.90,PUT,200,/users,218
2024-04-07 14:47:59.364935,164.74.85.81,PATCH,200,/users,24
2024-04-07 15:00:44.120631,181.143.79.52,PUT,201,/login,146
2024-04-07 15:01:09.904550,116.165.17.29,PUT,201,/login,187
2024-04-07 15:05:07.090029,83.219.39.245,DELETE,204,/admin,288
2024-04-07 15:05:25.786997,116.165.17.29,GET,201,/data,113
2024-04-07 15:10:54.499212,44.72.18.206,GET,204,/users,260
2024-04-07 15:11:31.171745,164.74.85.81,DELETE,204,/login,41
2024-04-07 15:22:11.713457,141.152.53.70,GET,204,/admin,105
2024-04-07 15:45:23.675217,159.99.215.90,GET,204,/users,297
2024-04-07 15:53:51.006356,164.74.85.81,PUT,201,/data,134
2024-04-07 15:58:04.149642,141.152.53.70,POST,201,/data,257
2024-04-07 16:06:57.089967,92.207.128.16,DELETE,201,/admin,187
2024-04-07 16:18:20.419832,159.99.215.90,PUT,200,/metrics,153
2024-04-07 16:31:51.872967,141.152.53.70,DELETE,201,/login,132
2024-04-07 16:37:46.010937,181.143.79.52,PATCH,200,/users,191
2024-04-07 16:48:24.795565,141.152.53.70,PATCH,200,/admin,93
2024-04-07 16:49:18.387682,92.207.128.16,PUT,204,/metrics,228
2024-04-07 16:59:17.272888,159.99.215.90,PATCH,204,/admin,80
2024-04-07 17:08:20.231495,116.165.17.29,DELETE,201,/admin,63
2024-04-07 17:16:15.879315,159.99.215.90,PATCH,201,/users,273
2024-04-07 17:22:48.435340,164.74.85.81,DELETE,201,/admin,198
2024-04-07 17:28:58.566734,164.74.85.81,PUT,201,/users,271
2024-04-07 17:34:17.125311,164.74.85.81,DELETE,200,/users,165
2024-04-07 17:56:44.247124,44.72.18.206,PUT,204,/data,109
2024-04-07 17:57:45.024190,92.207.128.16,PATCH,201,/metrics,295
2024-04-07 18:07:10.403559,92.207.128.16,PUT,200,/users,263
2024-04-07 18:41:56.771648,116.165.17.29,DELETE,200,/admin,262
2024-04-07 18:51:40.369236,164.74.85.81,DELETE,204,/data,181
2024-04-07 19:05:30.742635,92.207.128.16,PATCH,200,/users,70
2024-04-07 19:19:09.912276,159.99.215.90,GET,200,/admin,201
2024-04-07 19:29:15.502039,164.74.85.81,DELETE,204,/admin,215
2024-04-07 19:31:47.945074,44.72.18.206,PATCH,200,/metrics,28
2024-04-07 19:33:13.883887,44.72.18.206,POST,201,/data,23
2024-04-07 19:40:31.811427,44.72.18.206,PATCH,201,/login,251
2024-04-07 19:53:34.821194,164.74.85.81,PUT,201,/data,124
2024-04-07 20:05:31.676831,44.72.18.206,DELETE,201,/metrics,87
2024-04-07 20:08:22.099301,92.207.128.16,DELETE,204,/data,260
2024-04-07 20:25:33.683005,164.74.85.81,GET,200,/login,120
2024-04-07 20:32:15.233529,116.165.17.29,DELETE,201,/admin,225
2024-04-07 20:37:05.797719,181.143.79.52,PATCH,201,/data,206
2024-04-07 20:41:23.521962,159.99.215.90,PATCH,204,/data,200
2024-04-07 20:46:17.212708,181.143.79.52,PATCH,201,/data,32
2024-04-07 20:55:40.494911,159.99.215.90,DELETE,200,/login,56
2024-04-07 21:12:22.080072,92.207.128.16,DELETE,204,/admin,192
2024-04-07 21:26:10.791516,116.165.17.29,POST,201,/admin,165
2024-04-07 21:34:36.223140,141.152.53.70,POST,204,/admin,102
2024-04-07 21:50:40.299590,116.165.17.29,DELETE,204,/data,41
2024-04-07 22:05:42.077860,164.74.85.81,PATCH,204,/data,61
2024-04-07 22:10:43.643145,164.74.85.81,POST,204,/metrics,270
2024-04-07 22:21:59.903568,181.143.79.52,DELETE,200,/login,102
2024-04-07 22:42:36.993813,83.219.39.245,GET,200,/users,105
2024-04-07 23:00:23.845337,116.165.17.29,PATCH,204,/admin,132
2024-04-07 23:15:39.496048,164.74.85.81,DELETE,201,/admin,144
2024-04-07 23:30:23.055890,141.152.53.70,DELETE,204,/login,106
2024-04-07 23:31:50.556722,83.219.39.245,GET,204,/data,187
2024-04-07 23:49:51.515407,141.152.53.70,GET,201,/data,151
2024-04-07 23:59:02.788366,141.152.53.70,GET,204,/users,28
2024-04-08 00:32:38.226368,92.207.128.16,GET,200,/data,44
2024-04-08 00:46:29.966149,116.80.172.77,DELETE,201,/metrics,50
2024-04-08 00:47:26.981567,141.152.53.70,PATCH,200,/login,238
2024-04-08 00:55:31.517262,159.99.215.90,GET,201,/data,173
2024-04-08 00:58:18.670445,116.80.172.77,GET,200,/metrics,298
2024-04-08 00:59:29.237123,164.74.85.81,PUT,204,/metrics,80
2024-04-08 01:02:27.433239,159.99.215.90,POST,201,/data,207
2024-04-08 01:14:24.346007,181.143.79.52,POST,201,/admin,138
2024-04-08 01:15:51.354027,83.219.39.245,PUT,200,/users,77
2024-04-08 01:21:16.653373,116.165.17.29,GET,200,/metrics,102
2024-04-08 01:26:01.861265,116.80.172.77,DELETE,200,/users,178
2024-04-08 01:32:15.922012,116.80.172.77,PATCH,200,/users,72
2024-04-08 01:34:20.354348,116.80.172.77,PUT,201,/users,27
2024-04-08 01:44:40.124150,164.74.85.81,POST,200,/data,76
2024-04-08 01:45:55.461848,116.80.172.77,DELETE,201,/metrics,231
2024-04-08 01:49:08.947438,83.219.39.245,DELETE,201,/admin,136
2024-04-08 01:54:01.713692,116.80.172.77,DELETE,200,/metrics,203
2024-04-08 02:38:34.617762,116.80.172.77,PUT,204,/login,163
2024-04-08 02:55:20.668293,159.99.215.90,PUT,200,/admin,194
2024-04-08 03:01:02.458692,181.143.79.52,PATCH,204,/login,107
2024-04-08 03:15:07.373474,83.219.39.245,POST,200,/users,37
2024-04-08 03:18:23.188094,44.72.18.206,PUT,200,/data,70
2024-04-08 03:49:24.330041,181.143.79.52,GET,201,/users,126
2024-04-08 03:57:44.463137,116.80.172.77,POST,201,/data,61
2024-04-08 04:01:53.253783,141.152.53.70,PATCH,200,/admin,130
2024-04-08 04:21:16.420457,92.207.128.16,POST,201,/metrics,109
2024-04-08 04:23:53.581524,83.219.39.245,POST,200,/data,41
2024-04-08 04:26:32.095195,92.207.128.16,PATCH,201,/login,240
2024-04-08 05:08:10.981961,116.165.17.29,PUT,201,/data,248
2024-04-08 05:13:02.962869,164.74.85.81,DELETE,200,/admin,110
2024-04-08 05:19:49.259822,92.207.128.16,GET,204,/login,252
2024-04-08 05:28:03.379415,83.219.39.245,PUT,200,/admin,130
2024-04-08 05:33:19.675733,141.152.53.70,GET,204,/data,187
2024-04-08 05:34:55.808988,181.143.79.52,PUT,204,/admin,43
2024-04-08 05:44:24.177278,164.74.85.81,GET,200,/login,18
2024-04-08 05:51:53.589521,181.143.79.52,POST,204,/users,22
2024-04-08 05:54:09.847079,141.152.53.70,GET,201,/metrics,14
2024-04-08 06:08:29.466157,92.207.128.16,GET,200,/admin,120
2024-04-08 06:10:05.218011,116.165.17.29,PUT,201,/metrics,11
2024-04-08 06:16:36.259180,83.219.39.245,DELETE,200,/data,34
2024-04-08 06:41:12.116280,83.219.39.245,DELETE,200,/metrics,80
2024-04-08 06:45:47.557145,164.74.85.81,PATCH,204,/data,223
2024-04-08 07:07:37.975722,116.80.172.77,GET,200,/metrics,232
2024-04-08 07:07:59.195337,116.80.172.77,GET,200,/admin,109
2024-04-08 07:14:14.503979,116.80.172.77,GET,204,/users,218
2024-04-08 07:19:42.953944,164.74.85.81,DELETE,201,/metrics,102
2024-04-08 07:26:10.438431,83.219.39.245,PATCH,201,/login,106
2024-04-08 07:29:08.979138,141.152.53.70,PUT,201,/metrics,171
2024-04-08 07:49:40.787868,159.99.215.90,PUT,204,/login,50
2024-04-08 08:02:47.354384,159.99.215.90,GET,201,/metrics,269
2024-04-08 08:22:19.415110,116.80.172.77,PUT,204,/metrics,260
2024-04-08 08:24:03.872329,83.219.39.245,PATCH,201,/admin,62
2024-04-08 08:26:23.070340,44.72.18.206,PATCH,204,/login,80
2024-04-08 08:37:50.171836,164.74.85.81,POST,204,/login,212
2024-04-08 08:41:10.782830,181.143.79.52,GET,204,/metrics,230
2024-04-08 08:42:38.149982,181.143.79.52,GET,204,/data,35
2024-04-08 08:49:55.196382,92.207.128.16,DELETE,200,/login,297
2024-04-08 09:00:34.686752,181.143.79.52,PUT,204,/users,249
2024-04-08 09:07:53.231036,116.165.17.29,DELETE,200,/admin,23
2024-04-08 09:12:40.614202,159.99.215.90,PUT,200,/metrics,140
2024-04-08 09:18:43.700136,159.99.215.90,PUT,204,/users,170
2024-04-08 09:19:18.783812,83.219.39.245,PUT,201,/data,33
2024-04-08 09:29:29.200554,116.80.172.77,PUT,200,/metrics,66
2024-04-08 09:32:00.737834,116.165.17.29,PUT,201,/login,48
2024-04-08 09:33:37.928447,44.72.18.206,GET,204,/users,266
2024-04-08 09:36:24.869291,116.165.17.29,DELETE,201,/users,268
2024-04-08 09:40:21.020527,164.74.85.81,DELETE,204,/data,128
2024-04-08 09:44:14.175574,116.80.172.77,PUT,201,/data,240
2024-04-08 10:08:32.042721,92.207.128.16,PATCH,204,/login,184
2024-04-08 10:13:48.493245,141.152.53.70,DELETE,201,/login,93
2024-04-08 10:17:39.891995,164.74.85.81,PUT,204,/admin,146
2024-04-08 10:26:49.171417,181.143.79.52,GET,204,/data,213
2024-04-08 10:30:08.174803,44.72.18.206,POST,201,/metrics,162
2024-04-08 10:47:18.064932,92.207.128.16,PUT,201,/admin,56
2024-04-08 10:56:37.817840,83.219.39.245,PATCH,201,/metrics,267
2024-04-08 10:56:38.931629,44.72.18.206,GET,200,/login,183
2024-04-08 11:02:56.904617,92.207.128.16,POST,204,/users,277
2024-04-08 11:10:54.319739,116.80.172.77,DELETE,200,/users,155
2024-04-08 11:13:54.832036,44.72.18.206,POST,200,/data,198
2024-04-08 11:19:19.876378,44.72.18.206,DELETE,200,/metrics,101
2024-04-08 11:25:07.737706,83.219.39.245,PUT,204,/data,240
2024-04-08 11:39:07.509010,181.143.79.52,POST,200,/metrics,42
2024-04-08 11:55:36.806542,44.72.18.206,PUT,201,/users,164
2024-04-08 12:01:58.097030,83.219.39.245,DELETE,200,/data,290
2024-04-08 12:07:15.084058,44.72.18.206,DELETE,201,/login,255
2024-04-08 12:09:16.020461,181.143.79.52,DELETE,201,/metrics,82
2024-04-08 12:10:05.110375,44.72.18.206,PATCH,201,/metrics,293
2024-04-08 12:15:34.680267,92.207.128.16,PUT,201,/login,235
2024-04-08 12:23:42.038323,141.152.53.70,PUT,200,/metrics,79
2024-04-08 12:31:12.103668,164.74.85.81,GET,201,/admin,26
2024-04-08 12:55:27.983734,83.219.39.245,GET,201,/metrics,279
2024-04-08 13:04:45.568039,83.219.39.245,POST,200,/admin,47
2024-04-08 13:09:06.877634,141.152.53.70,GET,201,/users,219
2024-04-08 13:45:55.973713,181.143.79.52,POST,200,/metrics,281
2024-04-08 13:54:49.961808,141.152.53.70,GET,201,/admin,265
2024-04-08 13:56:01.738120,159.99.215.90,PUT,200,/admin,161
2024-04-08 14:02:46.420174,181.143.79.52,DELETE,204,/data,122
2024-04-08 14:36:47.177718,44.72.18.206,POST,201,/login,252
2024-04-08 14:40:46.298262,92.207.128.16,POST,204,/users,197
2024-04-08 14:42:38.967335,181.143.79.52,PUT,201,/admin,101
2024-04-08 15:01:53.365836,164.74.85.81,DELETE,204,/login,61
2024-04-08 15:06:45.525565,181.143.79.52,PUT,204,/login,53
2024-04-08 15:07:13.012354,164.74.85.81,GET,201,/users,244
2024-04-08 15:10:06.024712,141.152.53.70,POST,204,/users,100
2024-04-08 15:11:16.397074,159.99.215.90,POST,201,/login,247
2024-04-08 15:18:45.310290,116.80.172.77,DELETE,201,/login,215
2024-04-08 15:21:27.778991,83.219.39.245,DELETE,201,/data,29
2024-04-08 15:26:50.109768,164.74.85.81,GET,200,/metrics,85
2024-04-08 15:36:51.829139,83.219.39.245,GET,201,/data,275
2024-04-08 15:52:41.901290,181.143.79.52,PATCH,201,/login,296
2024-04-08 16:00:41.799218,164.74.85.81,PUT,201,/data,44
2024-04-08 16:16:49.473404,92.207.128.16,DELETE,200,/metrics,171
2024-04-08 16:20:35.673748,141.152.53.70,POST,200,/admin,86
2024-04-08 16:29:21.395956,92.207.128.16,POST,200,/metrics,189
2024-04-08 16:42:10.062351,164.74.85.81,PUT,201,/login,214
2024-04-08 16:43:07.050649,44.72.18.206,PUT,200,/users,79
2024-04-08 16:44:35.066033,141.152.53.70,PATCH,200,/data,39
2024-04-08 16:59:12.097484,141.152.53.70,PUT,201,/admin,151
2024-04-08 17:33:13.769638,83.219.39.245,PUT,201,/metrics,99
2024-04-08 17:34:56.247212,92.207.128.16,PATCH,204,/login,149
2024-04-08 17:39:42.845329,181.143.79.52,DELETE,201,/login,195
2024-04-08 17:45:29.826215,116.80.172.77,PATCH,201,/metrics,122
2024-04-08 17:55:40.237209,116.80.172.77,PATCH,200,/login,27
2024-04-08 18:16:20.648982,92.207.128.16,GET,204,/metrics,200
2024-04-08 18:18:55.379599,181.143.79.52,PUT,201,/login,280
2024-04-08 18:23:32.863645,83.219.39.245,DELETE,200,/metrics,244
2024-04-08 18:35:47.735770,116.80.172.77,DELETE,204,/data,139
2024-04-08 18:45:32.890223,83.219.39.245,PUT,201,/admin,50
2024-04-08 18:51:55.422713,164.74.85.81,GET,201,/metrics,134
2024-04-08 18:52:36.044100,141.152.53.70,PUT,200,/login,148
2024-04-08 18:56:21.508463,159.99.215.90,GET,204,/users,29
2024-04-08 18:56:59.295710,141.152.53.70,GET,201,/users,52
2024-04-08 19:00:15.125104,141.152.53.70,POST,201,/metrics,34
2024-04-08 19:32:41.358615,164.74.85.81,PUT,204,/login,159
2024-04-08 19:35:04.008724,116.80.172.77,GET,200,/data,284
2024-04-08 19:43:59.758035,83.219.39.245,PATCH,204,/admin,72
2024-04-08 19:46:53.053890,141.152.53.70,PUT,201,/admin,30
2024-04-08 19:53:31.272777,116.165.17.29,PATCH,201,/login,121
2024-04-08 19:54:02.911141,116.80.172.77,GET,201,/admin,245
2024-04-08 19:57:43.754660,164.74.85.81,GET,201,/admin,133
2024-04-08 20:02:04.571588,116.165.17.29,GET,200,/login,126
2024-04-08 20:06:36.577599,92.207.128.16,PUT,204,/users,298
2024-04-08 20:12:33.195094,159.99.215.90,PUT,200,/data,276
2024-04-08 20:13:12.720559,141.152.53.70,POST,201,/users,47
2024-04-08 20:20:23.961396,92.207.128.16,DELETE,200,/users,53
2024-04-08 20:21:57.659558,159.99.215.90,PUT,200,/login,239
2024-04-08 20:29:32.693406,159.99.215.90,DELETE,201,/users,268
2024-04-08 20:33:43.396629,181.143.79.52,DELETE,201,/metrics,284
2024-04-08 20:35:25.894922,141.152.53.70,GET,204,/metrics,34
2024-04-08 20:59:47.406476,92.207.128.16,GET,200,/data,10
2024-04-08 21:00:42.172102,164.74.85.81,POST,204,/metrics,292
2024-04-08 21:02:08.829753,164.74.85.81,DELETE,200,/metrics,83
2024-04-08 21:25:59.175560,164.74.85.81,POST,200,/data,163
2024-04-08 21:29:20.496219,44.72.18.206,GET,201,/data,221
2024-04-08 21:29:47.131761,83.219.39.245,GET,204,/data,86
2024-04-08 21:31:57.402265,116.80.172.77,DELETE,201,/users,179
2024-04-08 21:38:39.614669,164.74.85.81,PUT,204,/users,140
2024-04-08 21:41:31.900690,44.72.18.206,DELETE,200,/users,132
2024-04-08 21:57:47.774963,159.99.215.90,PATCH,204,/admin,50
2024-04-08 21:59:56.348381,92.207.128.16,PUT,204,/users,243
2024-04-08 22:15:31.655984,83.219.39.245,PUT,204,/metrics,140
2024-04-08 22:21:12.955415,44.72.18.206,PUT,204,/users,243
2024-04-08 23:00:48.379464,116.80.172.77,PUT,204,/metrics,232
2024-04-08 23:07:07.132264,116.165.17.29,PATCH,200,/metrics,21
2024-04-08 23:11:46.893199,83.219.39.245,POST,200,/metrics,147
2024-04-08 23:27:52.301188,83.219.39.245,PATCH,204,/admin,136
2024-04-08 23:33:50.816284,159.99.215.90,GET,200,/admin,99
2024-04-08 23:43:52.652030,44.72.18.206,PUT,201,/users,256
2024-04-08 23:46:18.432984,181.143.79.52,GET,204,/data,69
2024-04-08 23:48:31.242956,141.152.53.70,PATCH,204,/users,216
2024-04-08 23:51:08.678976,116.80.172.77,PATCH,201,/login,208
2024-04-09 00:00:30.400279,159.99.215.90,PATCH,200,/metrics,47
2024-04-09 00:04:11.609330,83.219.39.245,POST,201,/admin,140
2024-04-09 00:28:48.695913,141.152.53.70,PATCH,204,/metrics,121
2024-04-09 00:31:35.519262,92.207.128.16,PATCH,201,/data,238
2024-04-09 00:31:40.508546,116.80.172.77,PUT,201,/data,68
2024-04-09 00:33:04.429693,141.152.53.70,POST,201,/users,111
2024-04-09 00:35:43.171014,164.74.85.81,PATCH,204,/login,162
2024-04-09 00:35:48.693712,159.99.215.90,DELETE,201,/metrics,11
2024-04-09 00:45:58.257092,44.72.18.206,GET,204,/metrics,167
2024-04-09 00:49:22.658213,159.99.215.90,DELETE,201,/metrics,211
2024-04-09 01:11:25.760363,164.74.85.81,GET,204,/users,121
2024-04-09 01:12:40.492059,116.80.172.77,POST,201,/metrics,227
2024-04-09 01:14:42.943366,181.143.79.52,PUT,201,/users,95
2024-04-09 01:24:17.406034,116.165.17.29,GET,200,/users,65
2024-04-09 01:31:32.814962,141.152.53.70,PATCH,201,/data,92
2024-04-09 01:33:21.183518,116.80.172.77,GET,204,/login,93
2024-04-09 01:44:44.806810,159.99.215.90,DELETE,201,/data,164
2024-04-09 01:50:45.776447,181.143.79.52,GET,201,/admin,95
2024-04-09 01:51:07.687632,181.143.79.52,POST,204,/users,257
2024-04-09 01:51:35.481761,83.219.39.245,PUT,204,/admin,145
2024-04-09 02:02:01.962491,116.165.17.29,DELETE,200,/admin,290
2024-04-09 02:08:28.868644,141.152.53.70,POST,201,/login,245
2024-04-09 02:11:58.598289,159.99.215.90,GET,204,/admin,179
2024-04-09 02:16:36.337269,116.80.172.77,PUT,200,/admin,291
2024-04-09 02:20:34.781408,181.143.79.52,POST,200,/data,134
2024-04-09 02:20:35.379125,164.74.85.81,PATCH,204,/users,235
2024-04-09 02:21:09.293523,92.207.128.16,POST,201,/data,193
2024-04-09 02:27:01.131770,116.165.17.29,POST,200,/metrics,184
2024-04-09 02:28:28.520981,159.99.215.90,PUT,200,/admin,173
2024-04-09 02:31:54.626775,116.80.172.77,DELETE,204,/data,63
2024-04-09 02:43:17.834863,83.219.39.245,PUT,201,/login,44
2024-04-09 02:53:11.282270,164.74.85.81,PATCH,200,/login,121
2024-04-09 03:00:23.144108,141.152.53.70,PATCH,200,/users,125
2024-04-09 03:06:11.196943,116.165.17.29,GET,204,/users,207
2024-04-09 03:10:42.895274,44.72.18.206,GET,204,/metrics,267
2024-04-09 03:12:13.727079,116.165.17.29,DELETE,201,/users,131
2024-04-09 03:18:52.229562,44.72.18.206,POST,200,/users,121
2024-04-09 03:20:55.826688,116.80.172.77,GET,200,/login,226
2024-04-09 03:35:10.840557,164.74.85.81,POST,200,/login,16
2024-04-09 03:36:01.001207,164.74.85.81,PATCH,204,/data,27
2024-04-09 03:41:18.964085,92.207.128.16,DELETE,200,/login,84
2024-04-09 03:51:07.567668,83.219.39.245,PATCH,200,/login,283
2024-04-09 03:53:09.516383,92.207.128.16,PATCH,200,/login,70
2024-04-09 04:04:53.475524,116.80.172.77,PUT,204,/login,293
2024-04-09 04:30:13.814027,164.74.85.81,PUT,204,/metrics,91
2024-04-09 05:03:14.208532,141.152.53.70,PATCH,201,/users,32
2024-04-09 05:06:37.092097,83.219.39.245,DELETE,204,/admin,271
2024-04-09 05:08:35.555851,141.152.53.70,DELETE,201,/data,13
2024-04-09 05:10:08.667737,83.219.39.245,PUT,204,/admin,294
2024-04-09 05:10:16.177009,44.72.18.206,GET,201,/data,288
2024-04-09 05:12:40.786569,181.143.79.52,DELETE,204,/metrics,152
